Problem:    
Rows:       464
Columns:    1792 (1792 integer, 0 binary)
Non-zeros:  3752
Status:     INTEGER OPTIMAL
Objective:  obj = 105 (MAXimum)

   No.   Row name        Activity     Lower bound   Upper bound
------ ------------    ------------- ------------- -------------
     1 c1                         15                          15 
     2 c2                         15                          15 
     3 c3                         15                          15 
     4 c4                         15                          15 
     5 c5                         15                          15 
     6 c6                         15                          15 
     7 c7                         15                          15 
     8 c8                         23                          23 
     9 c9                         22                          29 
    10 c10                        15                          30 
    11 c11                        18                          18 
    12 c12                        27                          28 
    13 c13                        15                          19 
    14 c14                         0                          16 
   354 f_1_24_7     *              0             0           105 
   355 f_1_26_7     *              0             0           105 
   356 f_1_28_7     *              0             0           105 
   357 f_1_30_7     *              0             0           105 
   358 f_1_34_7     *              0             0           105 
   359 f_1_40_7     *              0             0           105 
   360 f_1_44_7     *              0             0           105 
   361 f_1_46_7     *              0             0           105 
   362 f_1_48_7     *              0             0           105 
   363 f_1_52_7     *              0             0           105 
   364 f_1_7_8      *              0             0            30 
   365 f_1_8_21     *              0             0           105 
   366 f_1_8_23     *              0             0           105 
   367 f_1_8_25     *              0             0           105 
   368 f_1_8_27     *              0             0           105 
   369 f_1_8_29     *              0             0           105 
   370 f_1_8_33     *              0             0           105 
   371 f_1_8_39     *              0             0           105 
   372 f_1_8_43     *              0             0           105 
   373 f_1_8_45     *              0             0           105 
   374 f_1_8_47     *              0             0           105 
   375 f_1_8_51     *              0             0           105 
   376 f_1_0_9      *              0             0             = 
   377 f_1_30_9     *              0             0           105 
   378 f_1_36_9     *              0             0           105 
   379 f_1_42_9     *              0             0           105 
   380 f_1_46_9     *              0             0           105 
   381 f_1_48_9     *              0             0           105 
   382 f_1_50_9     *              0             0           105 
   383 f_1_52_9     *              0             0           105 
   384 f_1_9_10     *              0             0            30 
   385 f_1_10_29    *              0             0           105 
   386 f_1_10_35    *              0             0           105 
   387 f_1_10_41    *              0             0           105 
   388 f_1_10_45    *              0             0           105 
   389 f_1_10_47    *              0             0           105 
   390 f_1_10_49    *              0             0           105 
   391 f_1_10_51    *              0             0           105 
   392 f_1_0_11     *              0             0             = 
   393 f_1_16_11    *              0             0           105 
   394 f_1_18_11    *              0             0           105 
   395 f_1_20_11    *              0             0           105 
   396 f_1_48_11    *              0             0           105 
   397 f_1_52_11    *              0             0           105 
   398 f_1_54_11    *              0             0           105 
   399 f_1_56_11    *              0             0           105 
   400 f_1_58_11    *              0             0           105 
   401 f_1_11_12    *              0             0            30 
   402 f_1_12_15    *              0             0           105 
   403 f_1_12_17    *              0             0           105 
   404 f_1_12_19    *              0             0           105 
   405 f_1_12_47    *              0             0           105 
   406 f_1_12_51    *              0             0           105 
   407 f_1_12_53    *              0             0           105 
   408 f_1_12_55    *              0             0           105 
   409 f_1_12_57    *              0             0           105 
   410 f_1_0_13     *              0             0             = 
   411 f_1_56_13    *              0             0           105 
   412 f_1_58_13    *              0             0           105 
   413 f_1_13_14    *              0             0            30 
   414 f_1_14_55    *              0             0           105 
   415 f_1_14_57    *              0             0           105 
   416 f_1_18_15    *              0             0           105 
   417 f_1_30_15    *              0             0           105 
   418 f_1_46_15    *              0             0           105 
   419 f_1_48_15    *              0             0           105 
   420 f_1_52_15    *              0             0           105 
   421 f_1_54_15    *              0             0           105 
   422 f_1_56_15    *              0             0           105 
   423 f_1_58_15    *              0             0           105 
   424 f_1_15_16    *              0             0            30 
   425 f_1_16_17    *              0             0           105 
   426 f_1_16_29    *              0             0           105 
   427 f_1_16_45    *              0             0           105 
   428 f_1_16_47    *              0             0           105 
   429 f_1_16_51    *              0             0           105 
   430 f_1_16_53    *              0             0           105 
   431 f_1_16_55    *              0             0           105 
   432 f_1_16_57    *              0             0           105 
   433 f_1_20_17    *              0             0           105 
   434 f_1_30_17    *              0             0           105 
   435 f_1_46_17    *              0             0           105 
   436 f_1_48_17    *              0             0           105 
   437 f_1_52_17    *              0             0           105 
   438 f_1_54_17    *              0             0           105 
   439 f_1_17_18    *              0             0            30 
   440 f_1_18_19    *              0             0           105 
   441 f_1_18_29    *              0             0           105 
   442 f_1_18_45    *              0             0           105 
   443 f_1_18_47    *              0             0           105 
   444 f_1_18_51    *              0             0           105 
   445 f_1_18_53    *              0             0           105 
   446 f_1_36_19    *              0             0           105 
   447 f_1_54_19    *              0             0           105 
   448 f_1_19_20    *              0             0            30 
   449 f_1_20_35    *              0             0           105 
   450 f_1_20_53    *              0             0           105 
   451 f_1_24_21    *              0             0           105 
   452 f_1_26_21    *              0             0           105 
   453 f_1_28_21    *              0             0           105 
   454 f_1_34_21    *              0             0           105 
   455 f_1_40_21    *              0             0           105 
   456 f_1_44_21    *              0             0           105 
   457 f_1_21_22    *              0             0            30 
   458 f_1_22_23    *              0             0           105 
   459 f_1_22_25    *              0             0           105 
   460 f_1_22_27    *              0             0           105 
   461 f_1_22_33    *              0             0           105 
   462 f_1_22_39    *              0             0           105 
   463 f_1_22_43    *              0             0           105 
   464 f_1_26_23    *              0             0           105 
   465 f_1_28_23    *              0             0           105 
   466 f_1_23_24    *              0             0            30 
   467 f_1_24_25    *              0             0           105 
   468 f_1_24_27    *              0             0           105 
   469 f_1_28_25    *              0             0           105 
   470 f_1_40_25    *              0             0           105 
   471 f_1_25_26    *             15             0            30 
   472 f_1_26_27    *              0             0           105 
   473 f_1_26_39    *              0             0           105 
   474 f_1_34_27    *              0             0           105 
   475 f_1_40_27    *              0             0           105 
   476 f_1_44_27    *              0             0           105 
   477 f_1_27_28    *              0             0            30 
   478 f_1_28_33    *              0             0           105 
   479 f_1_28_39    *              0             0           105 
   480 f_1_28_43    *              0             0           105 
   481 f_1_34_29    *              0             0           105 
   482 f_1_40_29    *              0             0           105 
   483 f_1_46_29    *              0             0           105 
   484 f_1_48_29    *              0             0           105 
   485 f_1_50_29    *              0             0           105 
   486 f_1_52_29    *              0             0           105 
   487 f_1_29_30    *              0             0            30 
   488 f_1_30_33    *              0             0           105 
   489 f_1_30_39    *              0             0           105 
   490 f_1_30_45    *              0             0           105 
   491 f_1_30_47    *              0             0           105 
   492 f_1_30_49    *              0             0           105 
   493 f_1_30_51    *              0             0           105 
   494 f_1_38_31    *              0             0           105 
   495 f_1_60_31    *              0             0           105 
   496 f_1_31_32    *              0             0            30 
   497 f_1_32_37    *              0             0           105 
   498 f_1_32_59    *              0             0           105 
   499 f_1_38_33    *              0             0           105 
   500 f_1_40_33    *              0             0           105 
   501 f_1_44_33    *              0             0           105 
   502 f_1_46_33    *              0             0           105 
   503 f_1_60_33    *              0             0           105 
   504 f_1_33_34    *              0             0            30 
   505 f_1_34_37    *              0             0           105 
   506 f_1_34_39    *              0             0           105 
   507 f_1_34_43    *              0             0           105 
   508 f_1_34_45    *              0             0           105 
   509 f_1_34_59    *              0             0           105 
   510 f_1_42_35    *              0             0           105 
   511 f_1_50_35    *              0             0           105 
   512 f_1_35_36    *              0             0            30 
   513 f_1_36_41    *              0             0           105 
   514 f_1_36_49    *              0             0           105 
   515 f_1_44_37    *              0             0           105 
   516 f_1_60_37    *              0             0           105 
   517 f_1_37_38    *              0             0            30 
   518 f_1_38_43    *              0             0           105 
   519 f_1_38_59    *              0             0           105 
   520 f_1_44_39    *              0             0           105 
   521 f_1_46_39    *              0             0           105 
   522 f_1_39_40    *              0             0            30 
   523 f_1_40_43    *              0             0           105 
   524 f_1_40_45    *              0             0           105 
   525 f_1_50_41    *              0             0           105 
   526 f_1_41_42    *              0             0            30 
   527 f_1_42_49    *              0             0           105 
   528 f_1_60_43    *              0             0           105 
   529 f_1_43_44    *              0             0            30 
   530 f_1_44_59    *              0             0           105 
   531 f_1_48_45    *              0             0           105 
   532 f_1_52_45    *              0             0           105 
   533 f_1_45_46    *              0             0            30 
   534 f_1_46_47    *              0             0           105 
   535 f_1_46_51    *              0             0           105 
   536 f_1_52_47    *              0             0           105 
   537 f_1_54_47    *              0             0           105 
   538 f_1_47_48    *              0             0            30 
   539 f_1_48_51    *              0             0           105 
   540 f_1_48_53    *              0             0           105 
   541 f_1_49_50    *              0             0            30 
   542 f_1_54_51    *              0             0           105 
   543 f_1_51_52    *              0             0            30 
   544 f_1_52_53    *              0             0           105 
   545 f_1_56_53    *              0             0           105 
   546 f_1_53_54    *              0             0            30 
   547 f_1_54_55    *              0             0           105 
   548 f_1_58_55    *              0             0           105 
   549 f_1_55_56    *              0             0            30 
   550 f_1_56_57    *              0             0           105 
   551 f_1_57_58    *              0             0            30 
   552 f_1_59_60    *              0             0            30 
   553 f_2_0_1      *              0             0             = 
   554 f_2_8_1      *              0             0           105 
   555 f_2_10_1     *              0             0           105 
   556 f_2_22_1     *              0             0           105 
   557 f_2_24_1     *              0             0           105 
   558 f_2_26_1     *              0             0           105 
   559 f_2_28_1     *              0             0           105 
   560 f_2_30_1     *              0             0           105 
   561 f_2_34_1     *              0             0           105 
   562 f_2_40_1     *              0             0           105 
   563 f_2_46_1     *              0             0           105 
   564 f_2_1_2      *              0             0            30 
   565 f_2_2_7      *              0             0           105 
   566 f_2_2_9      *              0             0           105 
   567 f_2_2_21     *              0             0           105 
   568 f_2_2_23     *              0             0           105 
   569 f_2_2_25     *              0             0           105 
   570 f_2_2_27     *              0             0           105 
   571 f_2_2_29     *              0             0           105 
   572 f_2_2_33     *              0             0           105 
   573 f_2_2_39     *              0             0           105 
   574 f_2_2_45     *              0             0           105 
   575 f_2_0_3      *              0             0             = 
   576 f_2_8_3      *              0             0           105 
   577 f_2_22_3     *              0             0           105 
   578 f_2_26_3     *              0             0           105 
   579 f_2_28_3     *              0             0           105 
   580 f_2_34_3     *              0             0           105 
   581 f_2_40_3     *              0             0           105 
   582 f_2_44_3     *              0             0           105 
   583 f_2_3_4      *              0             0            30 
   584 f_2_4_7      *              0             0           105 
   585 f_2_4_21     *              0             0           105 
   586 f_2_4_25     *              0             0           105 
   587 f_2_4_27     *              0             0           105 
   588 f_2_4_33     *              0             0           105 
   589 f_2_4_39     *              0             0           105 
   590 f_2_4_43     *              0             0           105 
   591 f_2_10_5     *              0             0           105 
   592 f_2_36_5     *              0             0           105 
   593 f_2_42_5     *              0             0           105 
   594 f_2_50_5     *              0             0           105 
   595 f_2_5_6      *             15             0            30 
   596 f_2_6_9      *              0             0           105 
   597 f_2_6_35     *             15             0           105 
   598 f_2_6_41     *              0             0           105 
   599 f_2_6_49     *              0             0           105 
   600 f_2_0_7      *              0             0             = 
   601 f_2_22_7     *              0             0           105 
   602 f_2_24_7     *              0             0           105 
   603 f_2_26_7     *              0             0           105 
   604 f_2_28_7     *              0             0           105 
   605 f_2_30_7     *              0             0           105 
   606 f_2_34_7     *              0             0           105 
   607 f_2_40_7     *              0             0           105 
   608 f_2_44_7     *              0             0           105 
   609 f_2_46_7     *              0             0           105 
   610 f_2_48_7     *              0             0           105 
   611 f_2_52_7     *              0             0           105 
   612 f_2_7_8      *              0             0            30 
   613 f_2_8_21     *              0             0           105 
   614 f_2_8_23     *              0             0           105 
   615 f_2_8_25     *              0             0           105 
   616 f_2_8_27     *              0             0           105 
   617 f_2_8_29     *              0             0           105 
   618 f_2_8_33     *              0             0           105 
   619 f_2_8_39     *              0             0           105 
   620 f_2_8_43     *              0             0           105 
   621 f_2_8_45     *              0             0           105 
   622 f_2_8_47     *              0             0           105 
   623 f_2_8_51     *              0             0           105 
   624 f_2_0_9      *              0             0             = 
   625 f_2_30_9     *              0             0           105 
   626 f_2_36_9     *              0             0           105 
   627 f_2_42_9     *              0             0           105 
   628 f_2_46_9     *              0             0           105 
   629 f_2_48_9     *              0             0           105 
   630 f_2_50_9     *              0             0           105 
   631 f_2_52_9     *              0             0           105 
   632 f_2_9_10     *              0             0            30 
   633 f_2_10_29    *              0             0           105 
   634 f_2_10_35    *              0             0           105 
   635 f_2_10_41    *              0             0           105 
   636 f_2_10_45    *              0             0           105 
   637 f_2_10_47    *              0             0           105 
   638 f_2_10_49    *              0             0           105 
   639 f_2_10_51    *              0             0           105 
   640 f_2_0_11     *              0             0             = 
   641 f_2_16_11    *              0             0           105 
   642 f_2_18_11    *              0             0           105 
   643 f_2_20_11    *              0             0           105 
   644 f_2_48_11    *              0             0           105 
   645 f_2_52_11    *              0             0           105 
   646 f_2_54_11    *              0             0           105 
   647 f_2_56_11    *              0             0           105 
   648 f_2_58_11    *              0             0           105 
   649 f_2_11_12    *              0             0            30 
   650 f_2_12_15    *              0             0           105 
   651 f_2_12_17    *              0             0           105 
   652 f_2_12_19    *              0             0           105 
   653 f_2_12_47    *              0             0           105 
   654 f_2_12_51    *              0             0           105 
   655 f_2_12_53    *              0             0           105 
   656 f_2_12_55    *              0             0           105 
   657 f_2_12_57    *              0             0           105 
   658 f_2_0_13     *              0             0             = 
   659 f_2_56_13    *              0             0           105 
   660 f_2_58_13    *              0             0           105 
   661 f_2_13_14    *              0             0            30 
   662 f_2_14_55    *              0             0           105 
   663 f_2_14_57    *              0             0           105 
   664 f_2_18_15    *              0             0           105 
   665 f_2_30_15    *              0             0           105 
   666 f_2_46_15    *              0             0           105 
   667 f_2_48_15    *              0             0           105 
   668 f_2_52_15    *              0             0           105 
   669 f_2_54_15    *              0             0           105 
   670 f_2_56_15    *              0             0           105 
   671 f_2_58_15    *              0             0           105 
   672 f_2_15_16    *              0             0            30 
   673 f_2_16_17    *              0             0           105 
   674 f_2_16_29    *              0             0           105 
   675 f_2_16_45    *              0             0           105 
   676 f_2_16_47    *              0             0           105 
   677 f_2_16_51    *              0             0           105 
   678 f_2_16_53    *              0             0           105 
   679 f_2_16_55    *              0             0           105 
   680 f_2_16_57    *              0             0           105 
   681 f_2_20_17    *              0             0           105 
   682 f_2_30_17    *              0             0           105 
   683 f_2_46_17    *              0             0           105 
   684 f_2_48_17    *              0             0           105 
   685 f_2_52_17    *              0             0           105 
   686 f_2_54_17    *              0             0           105 
   687 f_2_17_18    *              0             0            30 
   688 f_2_18_19    *              0             0           105 
   689 f_2_18_29    *              0             0           105 
   690 f_2_18_45    *              0             0           105 
   691 f_2_18_47    *              0             0           105 
   692 f_2_18_51    *              0             0           105 
   693 f_2_18_53    *              0             0           105 
   694 f_2_36_19    *             15             0           105 
   695 f_2_54_19    *              0             0           105 
   696 f_2_19_20    *             15             0            30 
   697 f_2_20_35    *              0             0           105 
   698 f_2_20_53    *              0             0           105 
   699 f_2_24_21    *              0             0           105 
   700 f_2_26_21    *              0             0           105 
   701 f_2_28_21    *              0             0           105 
   702 f_2_34_21    *              0             0           105 
   703 f_2_40_21    *              0             0           105 
   704 f_2_44_21    *              0             0           105 
   705 f_2_21_22    *              0             0            30 
   706 f_2_22_23    *              0             0           105 
   707 f_2_22_25    *              0             0           105 
   708 f_2_22_27    *              0             0           105 
   709 f_2_22_33    *              0             0           105 
   710 f_2_22_39    *              0             0           105 
   711 f_2_22_43    *              0             0           105 
   712 f_2_26_23    *              0             0           105 
   713 f_2_28_23    *              0             0           105 
   714 f_2_23_24    *              0             0            30 
   715 f_2_24_25    *              0             0           105 
   716 f_2_24_27    *              0             0           105 
   717 f_2_28_25    *              0             0           105 
   718 f_2_40_25    *              0             0           105 
   719 f_2_25_26    *              0             0            30 
   720 f_2_26_27    *              0             0           105 
   721 f_2_26_39    *              0             0           105 
   722 f_2_34_27    *              0             0           105 
   723 f_2_40_27    *              0             0           105 
   724 f_2_44_27    *              0             0           105 
   725 f_2_27_28    *              0             0            30 
   726 f_2_28_33    *              0             0           105 
   727 f_2_28_39    *              0             0           105 
   728 f_2_28_43    *              0             0           105 
   729 f_2_34_29    *              0             0           105 
   730 f_2_40_29    *              0             0           105 
   731 f_2_46_29    *              0             0           105 
   732 f_2_48_29    *              0             0           105 
   733 f_2_50_29    *              0             0           105 
   734 f_2_52_29    *              0             0           105 
   735 f_2_29_30    *              0             0            30 
   736 f_2_30_33    *              0             0           105 
   737 f_2_30_39    *              0             0           105 
   738 f_2_30_45    *              0             0           105 
   739 f_2_30_47    *              0             0           105 
   740 f_2_30_49    *              0             0           105 
   741 f_2_30_51    *              0             0           105 
   742 f_2_38_31    *              0             0           105 
   743 f_2_60_31    *              0             0           105 
   744 f_2_31_32    *              0             0            30 
   745 f_2_32_37    *              0             0           105 
   746 f_2_32_59    *              0             0           105 
   747 f_2_38_33    *              0             0           105 
   748 f_2_40_33    *              0             0           105 
   749 f_2_44_33    *              0             0           105 
   750 f_2_46_33    *              0             0           105 
   751 f_2_60_33    *              0             0           105 
   752 f_2_33_34    *              0             0            30 
   753 f_2_34_37    *              0             0           105 
   754 f_2_34_39    *              0             0           105 
   755 f_2_34_43    *              0             0           105 
   756 f_2_34_45    *              0             0           105 
   757 f_2_34_59    *              0             0           105 
   758 f_2_42_35    *              0             0           105 
   759 f_2_50_35    *              0             0           105 
   760 f_2_35_36    *             15             0            30 
   761 f_2_36_41    *              0             0           105 
   762 f_2_36_49    *              0             0           105 
   763 f_2_44_37    *              0             0           105 
   764 f_2_60_37    *              0             0           105 
   765 f_2_37_38    *              0             0            30 
   766 f_2_38_43    *              0             0           105 
   767 f_2_38_59    *              0             0           105 
   768 f_2_44_39    *              0             0           105 
   769 f_2_46_39    *              0             0           105 
   770 f_2_39_40    *              0             0            30 
   771 f_2_40_43    *              0             0           105 
   772 f_2_40_45    *              0             0           105 
   773 f_2_50_41    *              0             0           105 
   774 f_2_41_42    *              0             0            30 
   775 f_2_42_49    *              0             0           105 
   776 f_2_60_43    *              0             0           105 
   777 f_2_43_44    *              0             0            30 
   778 f_2_44_59    *              0             0           105 
   779 f_2_48_45    *              0             0           105 
   780 f_2_52_45    *              0             0           105 
   781 f_2_45_46    *              0             0            30 
   782 f_2_46_47    *              0             0           105 
   783 f_2_46_51    *              0             0           105 
   784 f_2_52_47    *              0             0           105 
   785 f_2_54_47    *              0             0           105 
   786 f_2_47_48    *              0             0            30 
   787 f_2_48_51    *              0             0           105 
   788 f_2_48_53    *              0             0           105 
   789 f_2_49_50    *              0             0            30 
   790 f_2_54_51    *              0             0           105 
   791 f_2_51_52    *              0             0            30 
   792 f_2_52_53    *              0             0           105 
   793 f_2_56_53    *              0             0           105 
   794 f_2_53_54    *              0             0            30 
   795 f_2_54_55    *              0             0           105 
   796 f_2_58_55    *              0             0           105 
   797 f_2_55_56    *              0             0            30 
   798 f_2_56_57    *              0             0           105 
   799 f_2_57_58    *              0             0            30 
   800 f_2_59_60    *              0             0            30 
   801 f_3_0_1      *              0             0             = 
   802 f_3_8_1      *              0             0           105 
   803 f_3_10_1     *              0             0           105 
   804 f_3_22_1     *              0             0           105 
   805 f_3_24_1     *              0             0           105 
   806 f_3_26_1     *              0             0           105 
   807 f_3_28_1     *              0             0           105 
   808 f_3_30_1     *              0             0           105 
   809 f_3_34_1     *              0             0           105 
   810 f_3_40_1     *              0             0           105 
   811 f_3_46_1     *              0             0           105 
   812 f_3_1_2      *              0             0            30 
   813 f_3_2_7      *              0             0           105 
   814 f_3_2_9      *              0             0           105 
   815 f_3_2_21     *              0             0           105 
   816 f_3_2_23     *              0             0           105 
   817 f_3_2_25     *              0             0           105 
   818 f_3_2_27     *              0             0           105 
   819 f_3_2_29     *              0             0           105 
   820 f_3_2_33     *              0             0           105 
   821 f_3_2_39     *              0             0           105 
   822 f_3_2_45     *              0             0           105 
   823 f_3_0_3      *              0             0             = 
   824 f_3_8_3      *              0             0           105 
   825 f_3_22_3     *              0             0           105 
   826 f_3_26_3     *              0             0           105 
   827 f_3_28_3     *              0             0           105 
   828 f_3_34_3     *              0             0           105 
   829 f_3_40_3     *              0             0           105 
   830 f_3_44_3     *              0             0           105 
   831 f_3_3_4      *              0             0            30 
   832 f_3_4_7      *              0             0           105 
   833 f_3_4_21     *              0             0           105 
   834 f_3_4_25     *              0             0           105 
   835 f_3_4_27     *              0             0           105 
   836 f_3_4_33     *              0             0           105 
   837 f_3_4_39     *              0             0           105 
   838 f_3_4_43     *              0             0           105 
   839 f_3_0_5      *              0             0             = 
   840 f_3_10_5     *              0             0           105 
   841 f_3_36_5     *              0             0           105 
   842 f_3_42_5     *              0             0           105 
   843 f_3_50_5     *              0             0           105 
   844 f_3_5_6      *              0             0            30 
   845 f_3_6_9      *              0             0           105 
   846 f_3_6_35     *              0             0           105 
   847 f_3_6_41     *              0             0           105 
   848 f_3_6_49     *              0             0           105 
   849 f_3_22_7     *              0             0           105 
   850 f_3_24_7     *              0             0           105 
   851 f_3_26_7     *              0             0           105 
   852 f_3_28_7     *              0             0           105 
   853 f_3_30_7     *              0             0           105 
   854 f_3_34_7     *              0             0           105 
   855 f_3_40_7     *              0             0           105 
   856 f_3_44_7     *              0             0           105 
   857 f_3_46_7     *              0             0           105 
   858 f_3_48_7     *              0             0           105 
   859 f_3_52_7     *              0             0           105 
   860 f_3_7_8      *             15             0            30 
   861 f_3_8_21     *              0             0           105 
   862 f_3_8_23     *             15             0           105 
   863 f_3_8_25     *              0             0           105 
   864 f_3_8_27     *              0             0           105 
   865 f_3_8_29     *              0             0           105 
   866 f_3_8_33     *              0             0           105 
   867 f_3_8_39     *              0             0           105 
   868 f_3_8_43     *              0             0           105 
   869 f_3_8_45     *              0             0           105 
   870 f_3_8_47     *              0             0           105 
   871 f_3_8_51     *              0             0           105 
   872 f_3_0_9      *              0             0             = 
   873 f_3_30_9     *              0             0           105 
   874 f_3_36_9     *              0             0           105 
   875 f_3_42_9     *              0             0           105 
   876 f_3_46_9     *              0             0           105 
   877 f_3_48_9     *              0             0           105 
   878 f_3_50_9     *              0             0           105 
   879 f_3_52_9     *              0             0           105 
   880 f_3_9_10     *              0             0            30 
   881 f_3_10_29    *              0             0           105 
   882 f_3_10_35    *              0             0           105 
   883 f_3_10_41    *              0             0           105 
   884 f_3_10_45    *              0             0           105 
   885 f_3_10_47    *              0             0           105 
   886 f_3_10_49    *              0             0           105 
   887 f_3_10_51    *              0             0           105 
   888 f_3_0_11     *              0             0             = 
   889 f_3_16_11    *              0             0           105 
   890 f_3_18_11    *              0             0           105 
   891 f_3_20_11    *              0             0           105 
   892 f_3_48_11    *              0             0           105 
   893 f_3_52_11    *              0             0           105 
   894 f_3_54_11    *              0             0           105 
   895 f_3_56_11    *              0             0           105 
   896 f_3_58_11    *              0             0           105 
   897 f_3_11_12    *              0             0            30 
   898 f_3_12_15    *              0             0           105 
   899 f_3_12_17    *              0             0           105 
   900 f_3_12_19    *              0             0           105 
   901 f_3_12_47    *              0             0           105 
   902 f_3_12_51    *              0             0           105 
   903 f_3_12_53    *              0             0           105 
   904 f_3_12_55    *              0             0           105 
   905 f_3_12_57    *              0             0           105 
   906 f_3_0_13     *              0             0             = 
   907 f_3_56_13    *              0             0           105 
   908 f_3_58_13    *              0             0           105 
   909 f_3_13_14    *              0             0            30 
   910 f_3_14_55    *              0             0           105 
   911 f_3_14_57    *              0             0           105 
   912 f_3_18_15    *              0             0           105 
   913 f_3_30_15    *              0             0           105 
   914 f_3_46_15    *              0             0           105 
   915 f_3_48_15    *              0             0           105 
   916 f_3_52_15    *              0             0           105 
   917 f_3_54_15    *              0             0           105 
   918 f_3_56_15    *              0             0           105 
   919 f_3_58_15    *              0             0           105 
   920 f_3_15_16    *              0             0            30 
   921 f_3_16_17    *              0             0           105 
   922 f_3_16_29    *              0             0           105 
   923 f_3_16_45    *              0             0           105 
   924 f_3_16_47    *              0             0           105 
   925 f_3_16_51    *              0             0           105 
   926 f_3_16_53    *              0             0           105 
   927 f_3_16_55    *              0             0           105 
   928 f_3_16_57    *              0             0           105 
   929 f_3_20_17    *              0             0           105 
   930 f_3_30_17    *              0             0           105 
   931 f_3_46_17    *              0             0           105 
   932 f_3_48_17    *              0             0           105 
   933 f_3_52_17    *              0             0           105 
   934 f_3_54_17    *              0             0           105 
   935 f_3_17_18    *              0             0            30 
   936 f_3_18_19    *              0             0           105 
   937 f_3_18_29    *              0             0           105 
   938 f_3_18_45    *              0             0           105 
   939 f_3_18_47    *              0             0           105 
   940 f_3_18_51    *              0             0           105 
   941 f_3_18_53    *              0             0           105 
   942 f_3_36_19    *              0             0           105 
   943 f_3_54_19    *              0             0           105 
   944 f_3_19_20    *              0             0            30 
   945 f_3_20_35    *              0             0           105 
   946 f_3_20_53    *              0             0           105 
   947 f_3_24_21    *              0             0           105 
   948 f_3_26_21    *              0             0           105 
   949 f_3_28_21    *              0             0           105 
   950 f_3_34_21    *              0             0           105 
   951 f_3_40_21    *              0             0           105 
   952 f_3_44_21    *              0             0           105 
   953 f_3_21_22    *              0             0            30 
   954 f_3_22_23    *              0             0           105 
   955 f_3_22_25    *              0             0           105 
   956 f_3_22_27    *              0             0           105 
   957 f_3_22_33    *              0             0           105 
   958 f_3_22_39    *              0             0           105 
   959 f_3_22_43    *              0             0           105 
   960 f_3_26_23    *              0             0           105 
   961 f_3_28_23    *              0             0           105 
   962 f_3_23_24    *             15             0            30 
   963 f_3_24_25    *              0             0           105 
   964 f_3_24_27    *              0             0           105 
   965 f_3_28_25    *              0             0           105 
   966 f_3_40_25    *              0             0           105 
   967 f_3_25_26    *              0             0            30 
   968 f_3_26_27    *              0             0           105 
   969 f_3_26_39    *              0             0           105 
   970 f_3_34_27    *              0             0           105 
   971 f_3_40_27    *              0             0           105 
   972 f_3_44_27    *              0             0           105 
   973 f_3_27_28    *              0             0            30 
   974 f_3_28_33    *              0             0           105 
   975 f_3_28_39    *              0             0           105 
   976 f_3_28_43    *              0             0           105 
   977 f_3_34_29    *              0             0           105 
   978 f_3_40_29    *              0             0           105 
   979 f_3_46_29    *              0             0           105 
   980 f_3_48_29    *              0             0           105 
   981 f_3_50_29    *              0             0           105 
   982 f_3_52_29    *              0             0           105 
   983 f_3_29_30    *              0             0            30 
   984 f_3_30_33    *              0             0           105 
   985 f_3_30_39    *              0             0           105 
   986 f_3_30_45    *              0             0           105 
   987 f_3_30_47    *              0             0           105 
   988 f_3_30_49    *              0             0           105 
   989 f_3_30_51    *              0             0           105 
   990 f_3_38_31    *              0             0           105 
   991 f_3_60_31    *              0             0           105 
   992 f_3_31_32    *              0             0            30 
   993 f_3_32_37    *              0             0           105 
   994 f_3_32_59    *              0             0           105 
   995 f_3_38_33    *              0             0           105 
   996 f_3_40_33    *              0             0           105 
   997 f_3_44_33    *              0             0           105 
   998 f_3_46_33    *              0             0           105 
   999 f_3_60_33    *              0             0           105 
  1000 f_3_33_34    *              0             0            30 
  1001 f_3_34_37    *              0             0           105 
  1002 f_3_34_39    *              0             0           105 
  1003 f_3_34_43    *              0             0           105 
  1004 f_3_34_45    *              0             0           105 
  1005 f_3_34_59    *              0             0           105 
  1006 f_3_42_35    *              0             0           105 
  1007 f_3_50_35    *              0             0           105 
  1008 f_3_35_36    *              0             0            30 
  1009 f_3_36_41    *              0             0           105 
  1010 f_3_36_49    *              0             0           105 
  1011 f_3_44_37    *              0             0           105 
  1012 f_3_60_37    *              0             0           105 
  1013 f_3_37_38    *              0             0            30 
  1014 f_3_38_43    *              0             0           105 
  1015 f_3_38_59    *              0             0           105 
  1016 f_3_44_39    *              0             0           105 
  1017 f_3_46_39    *              0             0           105 
  1018 f_3_39_40    *              0             0            30 
  1019 f_3_40_43    *              0             0           105 
  1020 f_3_40_45    *              0             0           105 
  1021 f_3_50_41    *              0             0           105 
  1022 f_3_41_42    *              0             0            30 
  1023 f_3_42_49    *              0             0           105 
  1024 f_3_60_43    *              0             0           105 
  1025 f_3_43_44    *              0             0            30 
  1026 f_3_44_59    *              0             0           105 
  1027 f_3_48_45    *              0             0           105 
  1028 f_3_52_45    *              0             0           105 
  1029 f_3_45_46    *              0             0            30 
  1030 f_3_46_47    *              0             0           105 
  1031 f_3_46_51    *              0             0           105 
  1032 f_3_52_47    *              0             0           105 
  1033 f_3_54_47    *              0             0           105 
  1034 f_3_47_48    *              0             0            30 
  1035 f_3_48_51    *              0             0           105 
